PERIODE,CPTE,score_risque,score_pct,niveau_alerte,action_recommandee,NBRJDEP,NBRJDEB,RISK_BRUT,MVT,NET_MONTHLY,AGE,AVG_DEP_3M,DAYS_OVD_6M,REV_VARIANCE,NBRJDEP_LAG1,DELTA_NBRJDEP,MOIS_CONSEC,GENDER,SECTOR,MARITAL_STATUS,EMPLOYMENT_STATUS,POST_CODE,niveau_precedent,transition,evolution,priorite_intervention,statut_suivi
2024-11-01,CPTE_000763,0.7823,78.2,Élevé,Appel préventif sous 48h,0,0,0.0,2782.59,1240.3,30,3.67,20.0,201.42,1.0,-1.0,0,M,Agriculture,Veuf/Veuve,Indépendant,4000,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000141,0.7782,77.8,Élevé,Appel préventif sous 48h,3,2,0.0,7412.43,460.4,46,2.67,14.0,1018.44,3.0,0.0,3,M,Services,Divorcé(e),Fonctionnaire,6500,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000139,0.7775,77.7,Élevé,Appel préventif sous 48h,0,0,146.48,2323.32,2242.34,41,3.67,11.0,881.11,3.0,-3.0,0,M,Commerce,Veuf/Veuve,Salarié,9500,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000065,0.7761,77.6,Élevé,Appel préventif sous 48h,0,0,151.93,5684.72,1337.13,38,3.67,15.0,2088.07,7.0,-7.0,0,F,Commerce,Divorcé(e),Retraité,6000,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000096,0.775,77.5,Élevé,Appel préventif sous 48h,0,0,0.0,13520.78,1071.06,22,4.33,16.0,1513.64,3.0,-3.0,0,F,Administration,Veuf/Veuve,Fonctionnaire,1000,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000366,0.7727,77.3,Élevé,Appel préventif sous 48h,0,0,161.24,26045.5,3622.75,23,3.67,15.0,1620.1,2.0,-2.0,0,M,Services,Divorcé(e),Retraité,2500,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000716,0.7715,77.1,Élevé,Appel préventif sous 48h,2,2,140.19,6691.38,603.2,57,0.67,3.0,722.38,2.0,0.0,2,M,Industrie,Célibataire,Indépendant,2500,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000348,0.7715,77.1,Élevé,Appel préventif sous 48h,0,0,63.91,3850.09,2098.47,64,1.0,10.0,444.98,0.0,0.0,0,M,Artisanat,Marié(e),Fonctionnaire,3500,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000286,0.7704,77.0,Élevé,Appel préventif sous 48h,2,2,189.14,16072.99,3385.02,33,2.67,8.0,1822.97,5.0,-3.0,2,M,Administration,Célibataire,Salarié,8000,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000453,0.7698,77.0,Élevé,Appel préventif sous 48h,1,0,115.82,8778.05,592.58,31,0.33,7.0,2049.73,1.0,0.0,2,M,Administration,Veuf/Veuve,Retraité,2500,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000270,0.7677,76.8,Élevé,Appel préventif sous 48h,4,4,137.37,13027.99,1494.27,45,3.0,18.0,1619.04,6.0,-2.0,6,M,Artisanat,Veuf/Veuve,Salarié,7000,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000692,0.7662,76.6,Élevé,Appel préventif sous 48h,1,1,63.72,13336.64,4245.65,58,0.33,5.0,661.31,1.0,0.0,2,F,Industrie,Célibataire,Retraité,3000,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000277,0.7656,76.6,Élevé,Appel préventif sous 48h,0,0,102.4,14167.74,533.1,51,0.67,5.0,1198.78,1.0,-1.0,0,F,Industrie,Célibataire,Indépendant,1000,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000335,0.7654,76.5,Élevé,Appel préventif sous 48h,2,1,149.47,8576.91,825.31,41,0.0,3.0,116.64,0.0,2.0,1,F,Industrie,Veuf/Veuve,Salarié,3000,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000043,0.7642,76.4,Élevé,Appel préventif sous 48h,1,1,145.44,14726.13,3890.5,25,3.33,19.0,3894.69,0.0,1.0,1,M,Agriculture,Veuf/Veuve,Retraité,4500,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000735,0.7626,76.3,Élevé,Appel préventif sous 48h,3,2,139.88,6345.41,4579.51,57,2.67,9.0,2467.03,4.0,-1.0,2,M,Administration,Marié(e),Salarié,6000,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000548,0.7614,76.1,Élevé,Appel préventif sous 48h,0,0,194.64,3641.91,1804.03,63,0.67,12.0,680.81,0.0,0.0,0,M,Industrie,Marié(e),Fonctionnaire,9000,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000108,0.7581,75.8,Élevé,Appel préventif sous 48h,2,2,123.27,15218.51,1338.14,49,0.0,1.0,1138.31,0.0,2.0,1,M,Artisanat,Divorcé(e),Sans emploi,6000,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000355,0.7576,75.8,Élevé,Appel préventif sous 48h,1,1,155.97,8150.94,4813.32,55,1.67,9.0,1522.61,4.0,-3.0,3,M,Industrie,Veuf/Veuve,Fonctionnaire,6500,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000324,0.7576,75.8,Élevé,Appel préventif sous 48h,0,0,65.2,11877.07,1169.53,54,1.33,15.0,1429.78,2.0,-2.0,0,F,Agriculture,Marié(e),Retraité,7500,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000255,0.7572,75.7,Élevé,Appel préventif sous 48h,6,5,145.85,3163.09,3963.89,22,2.33,16.0,590.09,1.0,5.0,7,M,Services,Marié(e),Salarié,6500,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000580,0.7553,75.5,Élevé,Appel préventif sous 48h,3,3,113.36,17468.48,696.13,46,1.33,13.0,2697.55,4.0,-1.0,2,F,Commerce,Marié(e),Indépendant,2500,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000305,0.755,75.5,Élevé,Appel préventif sous 48h,0,0,137.37,8686.72,677.73,42,0.0,3.0,2565.53,0.0,0.0,0,M,Administration,Veuf/Veuve,Sans emploi,9000,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000682,0.7541,75.4,Élevé,Appel préventif sous 48h,0,0,155.34,7015.63,766.83,59,0.67,13.0,1144.76,0.0,0.0,0,M,Agriculture,Célibataire,Sans emploi,6500,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000762,0.7538,75.4,Élevé,Appel préventif sous 48h,0,0,126.7,20654.98,910.09,37,0.67,5.0,1329.75,0.0,0.0,0,F,Agriculture,Veuf/Veuve,Fonctionnaire,1000,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000054,0.7533,75.3,Élevé,Appel préventif sous 48h,4,2,75.61,9610.56,5884.44,37,2.33,11.0,2093.55,0.0,4.0,1,F,Artisanat,Marié(e),Sans emploi,6000,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000101,0.7526,75.3,Élevé,Appel préventif sous 48h,0,0,93.8,23797.14,3142.56,46,0.0,8.0,3144.13,0.0,0.0,0,M,Agriculture,Marié(e),Salarié,5500,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000461,0.7526,75.3,Élevé,Appel préventif sous 48h,0,0,194.29,10196.4,2991.44,30,0.67,8.0,1597.41,0.0,0.0,0,F,Commerce,Veuf/Veuve,Fonctionnaire,2500,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000264,0.7513,75.1,Élevé,Appel préventif sous 48h,2,0,119.89,11361.77,1046.44,62,0.0,5.0,1541.38,0.0,2.0,1,M,Commerce,Veuf/Veuve,Indépendant,2000,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000213,0.7509,75.1,Élevé,Appel préventif sous 48h,0,0,0.0,6602.78,3555.57,35,1.67,9.0,197.84,0.0,0.0,0,M,Industrie,Célibataire,Fonctionnaire,7000,Critique,Critique → Élevé,Amélioration,Priorité 3,À contacter
2024-11-01,CPTE_000269,0.7515,75.1,Élevé,Appel préventif sous 48h,0,0,0.0,8644.97,506.51,39,0.0,8.0,1649.45,0.0,0.0,0,F,Agriculture,Célibataire,Retraité,7000,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000766,0.7508,75.1,Élevé,Appel préventif sous 48h,0,0,150.53,6633.9,3636.59,27,1.33,7.0,610.74,1.0,-1.0,0,F,Services,Marié(e),Retraité,9000,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000097,0.7505,75.0,Élevé,Appel préventif sous 48h,4,3,66.83,7566.49,1937.41,56,3.33,12.0,510.56,4.0,0.0,4,F,Commerce,Marié(e),Salarié,8000,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000109,0.7502,75.0,Élevé,Appel préventif sous 48h,0,0,127.35,6114.87,3606.14,39,0.67,14.0,622.77,0.0,0.0,0,F,Industrie,Veuf/Veuve,Indépendant,7500,Élevé,Élevé → Élevé,Stable,Priorité 3,À contacter
2024-11-01,CPTE_000012,0.7491,74.9,Élevé,Appel préventif sous 48h,0,0,14.27,7225.53,920.54,39,1.67,6.0,744.35,1.0,-1.0,0,F,Services,Marié(e),Indépendant,1500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000274,0.7491,74.9,Élevé,Appel préventif sous 48h,0,0,145.34,5730.03,981.25,36,0.0,3.0,504.59,0.0,0.0,0,F,Administration,Célibataire,Sans emploi,8000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000332,0.7494,74.9,Élevé,Appel préventif sous 48h,0,0,137.67,8312.22,4862.26,49,4.0,12.0,1207.69,2.0,-2.0,0,M,Agriculture,Marié(e),Indépendant,8000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000396,0.7478,74.8,Élevé,Appel préventif sous 48h,3,2,150.48,7566.62,3142.38,34,2.67,8.0,1940.24,4.0,-1.0,2,M,Services,Divorcé(e),Sans emploi,4000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000709,0.7469,74.7,Élevé,Appel préventif sous 48h,0,0,181.3,11699.71,693.94,24,1.33,7.0,786.27,1.0,-1.0,0,M,Administration,Marié(e),Indépendant,6500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000668,0.7456,74.6,Élevé,Appel préventif sous 48h,5,3,136.91,16113.51,3476.69,58,1.0,3.0,2205.1,0.0,5.0,1,M,Services,Célibataire,Sans emploi,2500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000092,0.7462,74.6,Élevé,Appel préventif sous 48h,0,0,163.05,7488.92,1229.66,55,1.0,6.0,630.53,0.0,0.0,0,F,Industrie,Divorcé(e),Indépendant,5000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000531,0.7451,74.5,Élevé,Appel préventif sous 48h,0,0,123.13,8271.36,1012.07,35,0.33,10.0,2339.95,0.0,0.0,0,M,Agriculture,Célibataire,Fonctionnaire,8500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000365,0.7438,74.4,Élevé,Appel préventif sous 48h,4,2,139.61,7652.65,645.91,57,0.33,2.0,1938.37,1.0,3.0,2,M,Commerce,Marié(e),Salarié,2000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000121,0.7441,74.4,Élevé,Appel préventif sous 48h,2,0,126.98,20366.15,2752.74,45,2.0,6.0,2551.15,2.0,0.0,4,F,Commerce,Veuf/Veuve,Indépendant,7000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000069,0.7436,74.4,Élevé,Appel préventif sous 48h,0,0,174.02,11705.66,5214.36,49,1.0,5.0,1850.33,3.0,-3.0,0,F,Services,Divorcé(e),Sans emploi,9000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000106,0.7427,74.3,Élevé,Appel préventif sous 48h,0,0,112.94,11372.65,5223.02,24,2.67,14.0,5640.58,1.0,-1.0,0,M,Commerce,Marié(e),Retraité,9000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000696,0.7433,74.3,Élevé,Appel préventif sous 48h,0,0,142.67,2760.82,1815.85,60,1.67,10.0,269.81,0.0,0.0,0,M,Agriculture,Marié(e),Fonctionnaire,9500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000459,0.7419,74.2,Élevé,Appel préventif sous 48h,5,5,126.0,7543.5,2031.24,36,0.67,2.0,1724.63,2.0,3.0,2,F,Agriculture,Célibataire,Fonctionnaire,1000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000370,0.7417,74.2,Élevé,Appel préventif sous 48h,4,4,0.0,6781.04,3462.72,48,0.33,3.0,516.76,1.0,3.0,2,M,Commerce,Marié(e),Salarié,7000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000077,0.7423,74.2,Élevé,Appel préventif sous 48h,0,0,93.74,7051.74,5570.38,55,0.33,1.0,1669.49,0.0,0.0,0,F,Artisanat,Divorcé(e),Sans emploi,8500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000618,0.7418,74.2,Élevé,Appel préventif sous 48h,0,0,10.23,2233.31,1545.59,56,0.33,10.0,313.95,0.0,0.0,0,F,Services,Célibataire,Sans emploi,2500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000258,0.7413,74.1,Élevé,Appel préventif sous 48h,0,0,124.75,9208.56,3094.97,48,2.0,8.0,1946.74,0.0,0.0,0,F,Commerce,Veuf/Veuve,Fonctionnaire,6500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000646,0.7409,74.1,Élevé,Appel préventif sous 48h,0,0,182.87,7962.4,2671.04,53,3.33,12.0,2689.85,1.0,-1.0,0,F,Industrie,Divorcé(e),Indépendant,6500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000720,0.7404,74.0,Élevé,Appel préventif sous 48h,4,2,71.39,4107.19,4807.27,49,1.67,7.0,678.68,0.0,4.0,1,F,Commerce,Divorcé(e),Fonctionnaire,9500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000247,0.7402,74.0,Élevé,Appel préventif sous 48h,1,0,15.68,6740.44,1505.44,57,0.67,3.0,724.62,0.0,1.0,1,M,Commerce,Veuf/Veuve,Indépendant,5500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000509,0.7403,74.0,Élevé,Appel préventif sous 48h,1,0,14.62,24910.48,2215.58,53,2.0,12.0,4452.37,0.0,1.0,1,M,Artisanat,Marié(e),Salarié,9000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000183,0.74,74.0,Élevé,Appel préventif sous 48h,0,0,102.66,10784.09,2329.72,48,1.33,15.0,2247.91,1.0,-1.0,0,M,Artisanat,Divorcé(e),Sans emploi,8000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000248,0.7403,74.0,Élevé,Appel préventif sous 48h,0,0,85.26,7866.88,3333.16,48,0.33,6.0,907.06,0.0,0.0,0,F,Artisanat,Marié(e),Salarié,2000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000249,0.7403,74.0,Élevé,Appel préventif sous 48h,0,0,163.08,13989.21,2539.23,35,0.67,2.0,160.73,0.0,0.0,0,M,Administration,Marié(e),Salarié,1500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000309,0.7404,74.0,Élevé,Appel préventif sous 48h,0,0,69.52,10965.4,1351.28,61,1.33,7.0,777.84,4.0,-4.0,0,F,Artisanat,Divorcé(e),Retraité,8500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000337,0.7402,74.0,Élevé,Appel préventif sous 48h,0,0,115.88,12492.13,1273.32,29,2.0,10.0,3355.85,0.0,0.0,0,M,Artisanat,Marié(e),Retraité,6000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000759,0.7395,74.0,Élevé,Appel préventif sous 48h,0,0,111.6,6159.1,3712.81,24,3.0,15.0,653.19,1.0,-1.0,0,M,Artisanat,Veuf/Veuve,Retraité,6500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000669,0.7386,73.9,Élevé,Appel préventif sous 48h,7,5,0.0,15101.3,4905.02,35,1.67,5.0,5833.82,5.0,2.0,2,F,Artisanat,Veuf/Veuve,Retraité,1500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000492,0.7392,73.9,Élevé,Appel préventif sous 48h,2,0,157.7,9522.9,775.06,44,1.0,7.0,1151.8,0.0,2.0,1,F,Industrie,Célibataire,Sans emploi,6500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000658,0.739,73.9,Élevé,Appel préventif sous 48h,2,0,64.82,1872.43,589.63,48,0.33,7.0,863.82,0.0,2.0,1,F,Commerce,Marié(e),Sans emploi,3500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000495,0.7393,73.9,Élevé,Appel préventif sous 48h,1,0,118.23,17134.92,1325.42,31,1.67,9.0,3736.62,1.0,0.0,3,M,Agriculture,Divorcé(e),Salarié,9500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000585,0.7386,73.9,Élevé,Appel préventif sous 48h,0,0,136.33,15812.53,1168.56,40,2.67,12.0,3982.17,1.0,-1.0,0,F,Administration,Marié(e),Retraité,6500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000629,0.7387,73.9,Élevé,Appel préventif sous 48h,0,0,97.95,6698.55,2575.3,26,0.33,8.0,1073.71,0.0,0.0,0,F,Commerce,Veuf/Veuve,Sans emploi,8000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000666,0.739,73.9,Élevé,Appel préventif sous 48h,0,0,146.98,16700.13,2664.36,30,0.0,16.0,4119.33,0.0,0.0,0,M,Agriculture,Divorcé(e),Fonctionnaire,6000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000544,0.738,73.8,Élevé,Appel préventif sous 48h,6,4,0.0,8552.57,541.03,21,0.67,11.0,1133.56,2.0,4.0,2,M,Services,Divorcé(e),Salarié,1500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000424,0.7384,73.8,Élevé,Appel préventif sous 48h,2,2,145.22,7913.04,1940.87,43,2.0,7.0,1676.18,4.0,-2.0,2,M,Artisanat,Divorcé(e),Fonctionnaire,9500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000769,0.738,73.8,Élevé,Appel préventif sous 48h,1,0,97.08,7737.47,1416.24,53,0.33,5.0,479.02,0.0,1.0,1,F,Commerce,Célibataire,Indépendant,7000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000176,0.7371,73.7,Élevé,Appel préventif sous 48h,4,3,0.0,3916.91,4451.81,64,1.67,15.0,879.94,0.0,4.0,1,M,Administration,Veuf/Veuve,Salarié,1000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000738,0.7368,73.7,Élevé,Appel préventif sous 48h,1,0,80.17,21753.85,572.2,44,1.33,8.0,3727.24,0.0,1.0,1,M,Industrie,Veuf/Veuve,Fonctionnaire,7000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000474,0.7369,73.7,Élevé,Appel préventif sous 48h,0,0,179.5,14985.06,2195.27,57,2.0,15.0,4919.45,1.0,-1.0,0,M,Commerce,Veuf/Veuve,Sans emploi,8000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000513,0.7356,73.6,Élevé,Appel préventif sous 48h,3,3,0.0,6679.28,1025.78,47,2.0,12.0,1642.48,2.0,1.0,3,M,Commerce,Veuf/Veuve,Retraité,1000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000301,0.7358,73.6,Élevé,Appel préventif sous 48h,0,0,51.79,18497.86,5408.27,40,2.0,11.0,3699.59,0.0,0.0,0,M,Industrie,Divorcé(e),Salarié,1500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000616,0.7364,73.6,Élevé,Appel préventif sous 48h,0,0,136.42,17208.42,5449.19,56,1.67,9.0,2435.34,2.0,-2.0,0,F,Commerce,Divorcé(e),Retraité,4500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000211,0.7346,73.5,Élevé,Appel préventif sous 48h,4,2,180.6,22358.85,2610.51,37,1.33,13.0,719.21,1.0,3.0,7,M,Services,Célibataire,Salarié,2500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000440,0.7352,73.5,Élevé,Appel préventif sous 48h,2,0,77.56,11031.35,830.24,51,0.33,3.0,3808.35,1.0,1.0,2,F,Commerce,Divorcé(e),Retraité,3000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000160,0.7347,73.5,Élevé,Appel préventif sous 48h,1,0,143.98,9218.82,2045.23,62,1.33,10.0,2083.16,0.0,1.0,1,M,Artisanat,Marié(e),Salarié,6500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000006,0.7353,73.5,Élevé,Appel préventif sous 48h,0,0,24.35,15027.24,756.1,48,1.67,16.0,2715.7,0.0,0.0,0,F,Agriculture,Célibataire,Indépendant,6500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000168,0.7353,73.5,Élevé,Appel préventif sous 48h,0,0,152.17,15343.77,2826.52,38,1.33,12.0,3829.39,4.0,-4.0,0,F,Services,Célibataire,Sans emploi,4500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000516,0.7345,73.5,Élevé,Appel préventif sous 48h,0,0,0.0,15812.03,3546.12,33,0.0,4.0,1017.37,0.0,0.0,0,M,Agriculture,Marié(e),Retraité,9500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000137,0.7341,73.4,Élevé,Appel préventif sous 48h,1,0,129.92,6659.85,3309.42,33,1.0,5.0,1313.18,0.0,1.0,1,F,Artisanat,Divorcé(e),Indépendant,5500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000321,0.7342,73.4,Élevé,Appel préventif sous 48h,0,0,80.25,9909.71,1998.93,62,1.33,8.0,528.42,4.0,-4.0,0,M,Industrie,Veuf/Veuve,Fonctionnaire,9000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000623,0.7342,73.4,Élevé,Appel préventif sous 48h,0,0,118.83,2030.11,4848.18,23,2.0,11.0,125.64,2.0,-2.0,0,F,Industrie,Célibataire,Retraité,7500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000754,0.733,73.3,Élevé,Appel préventif sous 48h,2,1,0.0,15211.41,3535.73,30,3.67,13.0,1556.52,3.0,-1.0,5,F,Artisanat,Divorcé(e),Indépendant,8000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000037,0.7331,73.3,Élevé,Appel préventif sous 48h,0,0,125.53,12164.18,4465.14,41,0.0,9.0,257.65,0.0,0.0,0,M,Industrie,Célibataire,Salarié,4500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000041,0.7331,73.3,Élevé,Appel préventif sous 48h,0,0,163.62,13692.63,3947.95,45,1.0,8.0,3150.62,0.0,0.0,0,F,Industrie,Veuf/Veuve,Sans emploi,6000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000427,0.7334,73.3,Élevé,Appel préventif sous 48h,0,0,98.8,11605.17,3508.63,52,0.0,4.0,986.14,0.0,0.0,0,F,Industrie,Veuf/Veuve,Sans emploi,2000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000641,0.7328,73.3,Élevé,Appel préventif sous 48h,0,0,144.29,10315.83,3738.9,32,0.33,10.0,2003.44,0.0,0.0,0,M,Commerce,Veuf/Veuve,Sans emploi,2000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000753,0.7332,73.3,Élevé,Appel préventif sous 48h,0,0,107.57,14625.44,3664.12,51,0.67,2.0,1348.76,2.0,-2.0,0,M,Agriculture,Veuf/Veuve,Salarié,4000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000685,0.7315,73.2,Élevé,Appel préventif sous 48h,5,3,0.0,15709.68,3593.01,42,1.67,11.0,1651.45,0.0,5.0,1,F,Services,Divorcé(e),Retraité,1000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000115,0.7318,73.2,Élevé,Appel préventif sous 48h,2,0,0.0,19619.3,1024.03,30,1.0,12.0,3171.75,2.0,0.0,2,M,Administration,Divorcé(e),Retraité,1000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000524,0.7325,73.2,Élevé,Appel préventif sous 48h,2,2,106.22,5688.15,1651.8,40,2.0,10.0,643.48,0.0,2.0,1,F,Artisanat,Célibataire,Fonctionnaire,5500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000152,0.732,73.2,Élevé,Appel préventif sous 48h,0,0,179.61,12635.74,2274.17,56,0.0,0.0,2648.12,0.0,0.0,0,F,Commerce,Divorcé(e),Salarié,5500,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000260,0.7316,73.2,Élevé,Appel préventif sous 48h,0,0,154.24,10791.06,2994.02,30,0.67,9.0,1147.94,2.0,-2.0,0,M,Industrie,Célibataire,Indépendant,4000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
2024-11-01,CPTE_000586,0.7323,73.2,Élevé,Appel préventif sous 48h,0,0,176.05,3258.97,759.73,39,3.0,9.0,378.05,0.0,0.0,0,F,Artisanat,Marié(e),Salarié,4000,Élevé,Élevé → Élevé,Stable,Priorité 4,À contacter
