PERIODE,CPTE,NBRJDEP,NBRJDEB,RISK_BRUT,MVT,NET_MONTHLY,DATE_OF_BIRTH,GENDER,SECTOR,MARITAL_STATUS,EMPLOYMENT_STATUS,POST_CODE,AGE
2024-06-01,CPTE_000409,11,10,142.73,11654.13,955.2,1998-05-02,M,Artisanat,Célibataire,Sans emploi,3500,26
2024-07-01,CPTE_000409,11,9,197.22,11389.54,1176.02,1998-05-02,M,Artisanat,Célibataire,Sans emploi,3500,26
2024-08-01,CPTE_000409,7,6,337.5,11762.17,1143.33,1998-05-02,M,Artisanat,Célibataire,Sans emploi,3500,26
2024-09-01,CPTE_000409,7,7,261.61,11554.95,1093.55,1998-05-02,M,Artisanat,Célibataire,Sans emploi,3500,26
2024-10-01,CPTE_000409,10,10,342.98,9000.44,1041.52,1998-05-02,M,Artisanat,Célibataire,Sans emploi,3500,26
2024-11-01,CPTE_000409,8,6,143.7,10057.22,1155.05,1998-05-02,M,Artisanat,Célibataire,Sans emploi,3500,27
2024-12-01,CPTE_000409,5,3,119.63,11168.66,1174.87,1998-05-02,M,Artisanat,Célibataire,Sans emploi,3500,27
2023-01-01,CPTE_000410,14,12,713.94,14130.37,1230.53,1995-01-24,F,Commerce,Célibataire,Salarié,1500,28
2023-02-01,CPTE_000410,15,13,713.95,15526.77,1253.92,1995-01-24,F,Commerce,Célibataire,Salarié,1500,28
2023-03-01,CPTE_000410,15,13,959.06,10816.15,1244.96,1995-01-24,F,Commerce,Célibataire,Salarié,1500,28
2023-04-01,CPTE_000410,18,16,890.32,8417.85,1243.67,1995-01-24,F,Commerce,Célibataire,Salarié,1500,28
2023-05-01,CPTE_000410,18,18,864.99,14325.72,979.01,1995-01-24,F,Commerce,Célibataire,Salarié,1500,28
2023-06-01,CPTE_000410,14,14,877.48,11612.33,1415.83,1995-01-24,F,Commerce,Célibataire,Salarié,1500,28
2023-07-01,CPTE_000410,23,21,758.37,8341.49,1318.16,1995-01-24,F,Commerce,Célibataire,Salarié,1500,28
2023-08-01,CPTE_000410,21,20,838.7,10667.47,1287.86,1995-01-24,F,Commerce,Célibataire,Salarié,1500,29
2023-09-01,CPTE_000410,17,16,962.27,8478.38,1276.48,1995-01-24,F,Commerce,Célibataire,Salarié,1500,29
2023-10-01,CPTE_000410,20,18,713.18,11687.11,1495.28,1995-01-24,F,Commerce,Célibataire,Salarié,1500,29
2023-11-01,CPTE_000410,15,13,841.18,7938.31,1228.77,1995-01-24,F,Commerce,Célibataire,Salarié,1500,29
2023-12-01,CPTE_000410,14,13,871.27,14866.74,1342.77,1995-01-24,F,Commerce,Célibataire,Salarié,1500,29
2024-01-01,CPTE_000410,15,13,888.44,12220.93,1247.32,1995-01-24,F,Commerce,Célibataire,Salarié,1500,29
2024-02-01,CPTE_000410,17,17,869.54,14373.34,1259.05,1995-01-24,F,Commerce,Célibataire,Salarié,1500,29
2024-03-01,CPTE_000410,16,15,962.42,13579.9,1149.76,1995-01-24,F,Commerce,Célibataire,Salarié,1500,29
2024-04-01,CPTE_000410,18,18,968.45,12566.88,1358.92,1995-01-24,F,Commerce,Célibataire,Salarié,1500,29
2024-05-01,CPTE_000410,22,20,769.87,14050.83,1130.08,1995-01-24,F,Commerce,Célibataire,Salarié,1500,29
2024-06-01,CPTE_000410,16,14,854.92,12308.11,1355.57,1995-01-24,F,Commerce,Célibataire,Salarié,1500,29
2024-07-01,CPTE_000410,17,16,788.34,9390.89,1218.58,1995-01-24,F,Commerce,Célibataire,Salarié,1500,29
2024-08-01,CPTE_000410,18,18,932.29,13011.24,1220.53,1995-01-24,F,Commerce,Célibataire,Salarié,1500,30
2024-09-01,CPTE_000410,22,20,935.04,10118.51,1118.32,1995-01-24,F,Commerce,Célibataire,Salarié,1500,30
2024-10-01,CPTE_000410,15,13,952.14,10238.49,1472.29,1995-01-24,F,Commerce,Célibataire,Salarié,1500,30
2024-11-01,CPTE_000410,13,11,724.65,13763.08,1391.48,1995-01-24,F,Commerce,Célibataire,Salarié,1500,30
2024-12-01,CPTE_000410,17,17,933.99,15497.68,1025.36,1995-01-24,F,Commerce,Célibataire,Salarié,1500,30
2023-01-01,CPTE_000411,1,0,69.39,13127.59,1358.08,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,55
2023-02-01,CPTE_000411,0,0,8.71,10667.25,1584.48,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,55
2023-03-01,CPTE_000411,1,1,24.31,12459.08,1339.04,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,55
2023-04-01,CPTE_000411,4,3,0.0,9892.75,1618.68,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,55
2023-05-01,CPTE_000411,0,0,58.74,10479.16,1134.33,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,55
2023-06-01,CPTE_000411,0,0,123.48,13049.87,986.3,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,55
2023-07-01,CPTE_000411,0,0,140.41,13728.88,1499.21,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,55
2023-08-01,CPTE_000411,2,0,0.0,11363.05,1553.24,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,55
2023-09-01,CPTE_000411,0,0,112.72,12159.99,1448.05,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,55
2023-10-01,CPTE_000411,0,0,0.0,10822.25,1666.85,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,55
2023-11-01,CPTE_000411,0,0,190.0,10846.25,1367.94,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,55
2023-12-01,CPTE_000411,2,0,39.14,8446.06,1484.36,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,55
2024-01-01,CPTE_000411,1,0,0.0,6794.12,1500.52,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,56
2024-02-01,CPTE_000411,3,2,167.12,14919.11,1405.69,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,56
2024-03-01,CPTE_000411,0,0,174.11,8759.94,1035.77,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,56
2024-04-01,CPTE_000411,3,2,23.83,11742.05,1490.56,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,56
2024-05-01,CPTE_000411,0,0,0.0,13580.35,1420.3,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,56
2024-06-01,CPTE_000411,3,2,0.0,8128.83,1299.52,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,56
2024-07-01,CPTE_000411,0,0,172.49,9194.93,1694.45,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,56
2024-08-01,CPTE_000411,0,0,0.0,9296.09,1504.0,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,56
2024-09-01,CPTE_000411,0,0,0.0,12554.12,1702.38,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,56
2024-10-01,CPTE_000411,2,0,0.0,15503.79,1255.14,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,56
2024-11-01,CPTE_000411,0,0,0.0,10746.35,1368.85,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,56
2024-12-01,CPTE_000411,2,0,0.0,11719.31,1136.48,1968-06-28,F,Artisanat,Célibataire,Sans emploi,1000,56
2023-01-01,CPTE_000412,5,3,243.42,18622.19,1267.2,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,32
2023-02-01,CPTE_000412,8,7,366.53,20903.0,1386.37,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,32
2023-03-01,CPTE_000412,4,2,157.86,19497.81,1242.51,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,32
2023-04-01,CPTE_000412,7,5,295.91,22878.13,1315.65,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,32
2023-05-01,CPTE_000412,5,3,219.34,17121.1,1356.28,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,32
2023-06-01,CPTE_000412,6,4,182.4,19950.79,1391.85,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,32
2023-07-01,CPTE_000412,6,4,259.27,16907.95,1319.35,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,32
2023-08-01,CPTE_000412,4,3,113.45,17012.06,1374.43,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,32
2023-09-01,CPTE_000412,6,4,227.85,22597.05,1662.02,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,32
2023-10-01,CPTE_000412,6,5,144.97,14979.15,1418.64,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,33
2023-11-01,CPTE_000412,16,14,306.71,16256.55,1373.06,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,33
2023-12-01,CPTE_000412,5,3,310.1,21581.13,1256.07,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,33
2024-01-01,CPTE_000412,8,7,277.42,17594.62,1262.63,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,33
2024-02-01,CPTE_000412,6,5,251.15,14694.01,1334.51,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,33
2024-03-01,CPTE_000412,11,9,349.31,14983.92,1178.63,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,33
2024-04-01,CPTE_000412,6,6,200.61,15780.02,1398.75,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,33
2024-05-01,CPTE_000412,13,13,371.33,15007.91,1249.74,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,33
2024-06-01,CPTE_000412,6,6,390.4,11569.65,1451.78,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,33
2024-07-01,CPTE_000412,12,11,177.87,18488.86,1311.83,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,33
2024-08-01,CPTE_000412,3,3,274.09,20535.68,1471.19,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,33
2024-09-01,CPTE_000412,9,7,144.78,19485.66,1094.04,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,34
2024-10-01,CPTE_000412,5,4,300.58,26446.48,1417.68,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,34
2024-11-01,CPTE_000412,9,9,134.32,15439.82,1481.19,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,34
2024-12-01,CPTE_000412,10,8,200.17,19268.05,1420.49,1991-03-03,F,Administration,Marié(e),Fonctionnaire,8000,34
2023-01-01,CPTE_000413,2,1,27.37,12264.34,1667.24,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,37
2023-02-01,CPTE_000413,2,0,0.0,8985.26,1616.46,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,37
2023-03-01,CPTE_000413,0,0,143.01,16714.7,1436.86,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,38
2023-04-01,CPTE_000413,0,0,111.44,17774.5,1315.18,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,38
2023-05-01,CPTE_000413,2,1,0.0,12988.32,1775.74,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,38
2023-06-01,CPTE_000413,0,0,167.56,15490.17,1640.46,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,38
2023-07-01,CPTE_000413,1,0,98.71,18275.01,1561.12,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,38
2023-08-01,CPTE_000413,6,6,44.42,10079.07,1561.26,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,38
2023-09-01,CPTE_000413,0,0,0.0,19503.54,1462.89,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,38
2023-10-01,CPTE_000413,4,4,0.0,16325.42,1647.95,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,38
2023-11-01,CPTE_000413,0,0,179.73,13323.26,1460.89,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,38
2023-12-01,CPTE_000413,3,2,106.06,17036.29,1755.65,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,38
2024-01-01,CPTE_000413,2,1,0.0,14780.68,1534.94,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,38
2024-02-01,CPTE_000413,1,0,50.63,15491.4,1681.35,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,38
2024-03-01,CPTE_000413,0,0,147.81,17616.87,1922.88,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,39
2024-04-01,CPTE_000413,5,3,192.67,14404.23,1224.33,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,39
2024-05-01,CPTE_000413,0,0,0.0,16231.46,1670.32,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,39
2024-06-01,CPTE_000413,0,0,35.48,14759.39,1642.19,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,39
2024-07-01,CPTE_000413,1,0,26.4,10543.08,1540.64,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,39
2024-08-01,CPTE_000413,0,0,136.45,9191.56,1417.41,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,39
2024-09-01,CPTE_000413,2,2,0.0,11956.52,1510.87,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,39
2024-10-01,CPTE_000413,1,0,0.0,13058.48,1747.66,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,39
2024-11-01,CPTE_000413,0,0,0.0,15727.05,1585.64,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,39
2024-12-01,CPTE_000413,5,5,157.7,10775.38,1441.43,1985-08-10,M,Industrie,Divorcé(e),Indépendant,2500,39
2023-01-01,CPTE_000414,21,21,853.57,19058.47,3373.47,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,57
2023-02-01,CPTE_000414,16,14,870.77,23278.33,3119.68,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,57
2023-03-01,CPTE_000414,16,16,918.55,25836.22,2527.97,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,57
2023-04-01,CPTE_000414,12,10,922.04,18538.59,3465.11,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,57
2023-05-01,CPTE_000414,20,20,792.43,25816.85,3267.37,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,57
2023-06-01,CPTE_000414,16,16,889.24,19767.5,3013.23,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,57
2023-07-01,CPTE_000414,14,12,781.15,21297.17,3746.51,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,58
2023-08-01,CPTE_000414,18,16,851.48,13562.16,2785.43,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,58
2023-09-01,CPTE_000414,15,13,851.62,15553.17,2703.6,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,58
2023-10-01,CPTE_000414,14,13,879.75,18994.35,3005.07,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,58
2023-11-01,CPTE_000414,18,16,903.71,19135.04,3515.13,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,58
2023-12-01,CPTE_000414,16,16,918.32,11444.91,3202.71,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,58
2024-01-01,CPTE_000414,13,13,869.59,15328.34,2842.8,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,58
2024-02-01,CPTE_000414,16,16,847.41,14712.5,3031.14,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,58
2024-03-01,CPTE_000414,18,17,788.48,14960.48,3605.09,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,58
2024-04-01,CPTE_000414,11,9,958.38,27718.47,3390.09,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,58
2024-05-01,CPTE_000414,14,13,919.55,24986.91,2533.21,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,58
2024-06-01,CPTE_000414,13,11,752.96,21637.69,2768.45,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,58
2024-07-01,CPTE_000414,14,14,775.73,23644.74,2996.56,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,59
2024-08-01,CPTE_000414,17,15,891.95,21668.33,2949.1,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,59
2024-09-01,CPTE_000414,19,17,988.37,12330.04,2500.16,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,59
2024-10-01,CPTE_000414,17,15,787.61,19397.27,3151.84,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,59
2024-11-01,CPTE_000414,15,13,776.75,19725.99,2586.67,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,59
2024-12-01,CPTE_000414,13,11,705.81,25644.65,3168.77,1965-12-22,F,Agriculture,Divorcé(e),Retraité,8000,59
2023-01-01,CPTE_000415,7,7,234.23,10870.03,4061.63,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,31
2023-02-01,CPTE_000415,9,9,270.09,15484.61,4779.99,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,31
2023-03-01,CPTE_000415,10,9,150.25,17163.28,3661.56,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,31
2023-04-01,CPTE_000415,7,7,101.99,14373.95,4323.61,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,31
2023-05-01,CPTE_000415,7,7,334.86,17151.62,3932.73,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,31
2023-06-01,CPTE_000415,5,3,333.13,12332.07,4217.39,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,31
2023-07-01,CPTE_000415,8,6,199.23,20822.43,4576.13,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,32
2023-08-01,CPTE_000415,11,10,272.1,14349.85,4447.41,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,32
2023-09-01,CPTE_000415,10,8,241.5,11220.25,4102.98,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,32
2023-10-01,CPTE_000415,10,9,273.2,9717.04,4103.17,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,32
2023-11-01,CPTE_000415,7,5,166.93,11154.71,3840.25,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,32
2023-12-01,CPTE_000415,3,3,214.13,12854.19,4044.26,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,32
2024-01-01,CPTE_000415,3,2,173.84,13732.27,4156.08,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,32
2024-02-01,CPTE_000415,8,7,394.5,17845.57,3936.61,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,32
2024-03-01,CPTE_000415,4,2,298.37,16207.54,4087.86,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,32
2024-04-01,CPTE_000415,10,10,190.79,14073.5,4227.29,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,32
2024-05-01,CPTE_000415,7,5,204.5,20324.95,4171.23,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,32
2024-06-01,CPTE_000415,6,5,201.18,13884.4,3872.8,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,32
2024-07-01,CPTE_000415,10,10,381.53,18900.9,3705.61,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,33
2024-08-01,CPTE_000415,6,5,196.11,12648.03,4062.16,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,33
2024-09-01,CPTE_000415,4,4,342.27,10269.03,3725.59,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,33
2024-10-01,CPTE_000415,3,3,266.6,18839.72,4161.07,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,33
2024-11-01,CPTE_000415,8,8,189.19,14799.34,3806.82,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,33
2024-12-01,CPTE_000415,11,9,106.97,17123.74,4106.07,1991-12-13,F,Administration,Marié(e),Sans emploi,2500,33
2023-01-01,CPTE_000416,19,17,926.1,13598.32,4530.24,1979-01-18,F,Services,Marié(e),Indépendant,5500,44
2023-02-01,CPTE_000416,17,17,772.67,16043.21,4608.4,1979-01-18,F,Services,Marié(e),Indépendant,5500,44
2023-03-01,CPTE_000416,20,20,916.67,18388.76,4457.7,1979-01-18,F,Services,Marié(e),Indépendant,5500,44
2023-04-01,CPTE_000416,15,13,703.23,15275.98,4617.23,1979-01-18,F,Services,Marié(e),Indépendant,5500,44
2023-05-01,CPTE_000416,19,17,833.51,17747.42,4148.58,1979-01-18,F,Services,Marié(e),Indépendant,5500,44
2023-06-01,CPTE_000416,16,15,962.6,17222.34,4859.48,1979-01-18,F,Services,Marié(e),Indépendant,5500,44
2023-07-01,CPTE_000416,20,19,806.09,18749.85,4063.11,1979-01-18,F,Services,Marié(e),Indépendant,5500,44
2023-08-01,CPTE_000416,20,19,868.75,12612.57,4951.92,1979-01-18,F,Services,Marié(e),Indépendant,5500,45
2023-09-01,CPTE_000416,18,16,960.49,11618.29,5003.67,1979-01-18,F,Services,Marié(e),Indépendant,5500,45
2023-10-01,CPTE_000416,16,16,858.65,20757.36,4844.71,1979-01-18,F,Services,Marié(e),Indépendant,5500,45
2023-11-01,CPTE_000416,20,20,807.57,18557.48,4614.89,1979-01-18,F,Services,Marié(e),Indépendant,5500,45
2023-12-01,CPTE_000416,20,19,999.9,16333.24,4468.18,1979-01-18,F,Services,Marié(e),Indépendant,5500,45
2024-01-01,CPTE_000416,14,13,908.61,16727.8,4660.25,1979-01-18,F,Services,Marié(e),Indépendant,5500,45
2024-02-01,CPTE_000416,11,9,923.65,10570.92,5105.58,1979-01-18,F,Services,Marié(e),Indépendant,5500,45
2024-03-01,CPTE_000416,20,20,766.4,16670.29,3734.02,1979-01-18,F,Services,Marié(e),Indépendant,5500,45
2024-04-01,CPTE_000416,14,13,752.31,13819.38,4530.13,1979-01-18,F,Services,Marié(e),Indépendant,5500,45
2024-05-01,CPTE_000416,18,16,716.93,18500.9,4334.51,1979-01-18,F,Services,Marié(e),Indépendant,5500,45
2024-06-01,CPTE_000416,21,21,946.73,18954.28,4869.33,1979-01-18,F,Services,Marié(e),Indépendant,5500,45
2024-07-01,CPTE_000416,18,17,994.57,14215.22,3366.74,1979-01-18,F,Services,Marié(e),Indépendant,5500,45
2024-08-01,CPTE_000416,16,14,888.81,14452.42,4415.98,1979-01-18,F,Services,Marié(e),Indépendant,5500,46
2024-09-01,CPTE_000416,20,19,782.19,17728.45,3984.09,1979-01-18,F,Services,Marié(e),Indépendant,5500,46
2024-10-01,CPTE_000416,16,15,798.14,18070.5,3777.76,1979-01-18,F,Services,Marié(e),Indépendant,5500,46
2024-11-01,CPTE_000416,15,13,945.4,14135.84,4635.82,1979-01-18,F,Services,Marié(e),Indépendant,5500,46
2024-12-01,CPTE_000416,18,17,901.56,14285.12,3913.42,1979-01-18,F,Services,Marié(e),Indépendant,5500,46
2023-01-01,CPTE_000417,0,0,1.8,2116.53,3173.94,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,51
2023-02-01,CPTE_000417,2,2,0.0,1901.6,2764.54,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,51
2023-03-01,CPTE_000417,0,0,92.03,1428.3,2676.55,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,51
2023-04-01,CPTE_000417,2,1,0.0,2804.48,2455.28,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,51
2023-05-01,CPTE_000417,0,0,144.61,1608.75,2980.49,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,51
2023-06-01,CPTE_000417,0,0,70.05,2497.3,3133.35,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,51
2023-07-01,CPTE_000417,5,5,0.0,1802.23,3121.42,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,51
2023-08-01,CPTE_000417,0,0,114.95,2255.23,3260.72,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,51
2023-09-01,CPTE_000417,0,0,0.0,1426.46,3217.33,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,51
2023-10-01,CPTE_000417,0,0,19.16,2224.59,2838.47,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,52
2023-11-01,CPTE_000417,0,0,72.39,2202.9,3196.41,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,52
2023-12-01,CPTE_000417,3,3,134.8,3070.74,3255.03,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,52
2024-01-01,CPTE_000417,0,0,158.53,1873.56,2980.45,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,52
2024-02-01,CPTE_000417,0,0,149.32,1708.41,2566.02,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,52
2024-03-01,CPTE_000417,3,2,199.69,1652.91,3228.22,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,52
2024-04-01,CPTE_000417,3,1,197.33,1390.63,3278.8,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,52
2024-05-01,CPTE_000417,0,0,2.98,1626.84,3174.82,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,52
2024-06-01,CPTE_000417,0,0,107.08,1516.23,2890.51,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,52
2024-07-01,CPTE_000417,3,3,26.59,2504.89,2841.41,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,52
2024-08-01,CPTE_000417,3,1,59.62,3091.15,3335.48,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,52
2024-09-01,CPTE_000417,0,0,68.03,2287.84,2651.73,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,52
2024-10-01,CPTE_000417,3,1,92.07,1770.98,2836.23,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,53
2024-11-01,CPTE_000417,0,0,0.0,2839.26,3000.74,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,53
2024-12-01,CPTE_000417,0,0,0.0,1799.19,3103.95,1972-03-29,M,Services,Veuf/Veuve,Retraité,6000,53
2023-01-01,CPTE_000418,0,0,0.0,8574.57,2271.96,1963-04-30,M,Services,Divorcé(e),Indépendant,8500,60
2023-02-01,CPTE_000418,0,0,0.0,9922.56,2436.25,1963-04-30,M,Services,Divorcé(e),Indépendant,8500,60
2023-03-01,CPTE_000418,0,0,0.0,6681.73,2600.9,1963-04-30,M,Services,Divorcé(e),Indépendant,8500,60
2023-04-01,CPTE_000418,1,0,149.69,10764.77,2778.42,1963-04-30,M,Services,Divorcé(e),Indépendant,8500,60
2023-05-01,CPTE_000418,3,3,33.43,7823.62,2702.01,1963-04-30,M,Services,Divorcé(e),Indépendant,8500,60
2023-06-01,CPTE_000418,0,0,21.01,6951.95,3192.79,1963-04-30,M,Services,Divorcé(e),Indépendant,8500,60
2023-07-01,CPTE_000418,4,2,130.5,5831.75,3111.34,1963-04-30,M,Services,Divorcé(e),Indépendant,8500,60
2023-08-01,CPTE_000418,3,3,83.55,4600.87,3042.35,1963-04-30,M,Services,Divorcé(e),Indépendant,8500,60
2023-09-01,CPTE_000418,0,0,28.63,10731.42,2520.1,1963-04-30,M,Services,Divorcé(e),Indépendant,8500,60
2023-10-01,CPTE_000418,0,0,43.81,7718.77,2308.84,1963-04-30,M,Services,Divorcé(e),Indépendant,8500,60
2023-11-01,CPTE_000418,0,0,44.42,7201.04,2658.18,1963-04-30,M,Services,Divorcé(e),Indépendant,8500,61
2023-12-01,CPTE_000418,2,0,0.0,6891.76,2212.85,1963-04-30,M,Services,Divorcé(e),Indépendant,8500,61
2024-01-01,CPTE_000418,0,0,170.74,9862.18,3132.75,1963-04-30,M,Services,Divorcé(e),Indépendant,8500,61
2024-02-01,CPTE_000418,6,6,52.84,7233.95,2370.17,1963-04-30,M,Services,Divorcé(e),Indépendant,8500,61
2024-03-01,CPTE_000418,0,0,0.0,9412.64,2664.01,1963-04-30,M,Services,Divorcé(e),Indépendant,8500,61
