PERIODE,CPTE,score_risque,score_pct,niveau_alerte,action_recommandee,NBRJDEP,NBRJDEB,RISK_BRUT,MVT,NET_MONTHLY,AGE,AVG_DEP_3M,DAYS_OVD_6M,REV_VARIANCE,NBRJDEP_LAG1,DELTA_NBRJDEP,MOIS_CONSEC,GENDER,SECTOR,MARITAL_STATUS,EMPLOYMENT_STATUS,POST_CODE
2023-10-01,CPTE_000189,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,9,7,308.6,3072.41,4039.12,51,10.0,56.0,750.58,7.0,2.0,10,F,Artisanat,Célibataire,Salarié,6500
2023-10-01,CPTE_000199,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,13,12,788.52,4932.4,1772.32,33,19.0,117.0,77.74,19.0,-6.0,10,F,Agriculture,Marié(e),Retraité,6500
2023-10-01,CPTE_000215,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,16,16,928.9,6786.25,3225.34,56,17.33,104.0,1826.44,19.0,-3.0,10,F,Administration,Veuf/Veuve,Fonctionnaire,7500
2023-10-01,CPTE_000238,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,10,8,250.94,12139.3,1877.45,41,8.67,51.0,1872.71,4.0,6.0,10,M,Industrie,Veuf/Veuve,Sans emploi,9000
2023-10-01,CPTE_000257,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,9,7,333.14,6391.77,1630.24,25,8.0,41.0,664.29,8.0,1.0,10,F,Artisanat,Veuf/Veuve,Sans emploi,7500
2023-10-01,CPTE_000293,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,19,19,765.21,4939.52,1388.79,49,17.33,100.0,1842.01,21.0,-2.0,10,M,Agriculture,Veuf/Veuve,Fonctionnaire,8500
2023-10-01,CPTE_000300,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,19,19,708.08,5063.44,3808.84,63,17.0,96.0,483.93,18.0,1.0,10,F,Commerce,Célibataire,Fonctionnaire,7500
2023-10-01,CPTE_000327,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,16,14,739.57,16848.36,3790.35,47,16.67,95.0,5078.07,14.0,2.0,10,F,Agriculture,Marié(e),Fonctionnaire,1500
2023-10-01,CPTE_000346,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,10,9,381.79,12432.41,2928.91,37,8.33,49.0,945.04,9.0,1.0,10,M,Industrie,Veuf/Veuve,Fonctionnaire,8000
2023-10-01,CPTE_000371,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,22,20,970.9,14815.9,862.75,53,19.0,109.0,1929.68,18.0,4.0,10,F,Artisanat,Célibataire,Indépendant,7000
2023-10-01,CPTE_000374,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,10,8,247.64,11718.93,3917.07,30,12.0,54.0,3450.82,10.0,0.0,10,F,Agriculture,Veuf/Veuve,Sans emploi,9000
2023-10-01,CPTE_000378,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,16,16,838.52,18873.81,1902.67,43,19.33,109.0,3453.25,18.0,-2.0,10,M,Agriculture,Célibataire,Sans emploi,8000
2023-10-01,CPTE_000387,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,17,17,832.14,15117.59,1252.61,49,19.67,113.0,3607.04,18.0,-1.0,10,M,Services,Veuf/Veuve,Salarié,8000
2023-10-01,CPTE_000388,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,9,7,203.39,12572.54,2024.77,21,8.33,40.0,1130.67,5.0,4.0,10,M,Agriculture,Veuf/Veuve,Salarié,8500
2023-10-01,CPTE_000390,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,7,7,264.51,9482.11,2499.02,23,10.67,58.0,1724.67,12.0,-5.0,10,F,Commerce,Divorcé(e),Fonctionnaire,9500
2023-10-01,CPTE_000394,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,18,17,991.01,10799.83,1783.29,53,18.0,110.0,2362.81,14.0,4.0,10,M,Commerce,Marié(e),Salarié,9000
2023-10-01,CPTE_000397,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,8,8,226.97,5937.33,1421.22,50,8.67,38.0,570.66,9.0,-1.0,10,F,Services,Divorcé(e),Fonctionnaire,9000
2023-10-01,CPTE_000400,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,8,8,364.68,12226.78,731.29,40,10.0,51.0,1831.47,10.0,-2.0,10,M,Administration,Veuf/Veuve,Salarié,9500
2023-10-01,CPTE_000403,0.9967,99.7,Critique,Intervention immédiate aujourd'hui,23,23,850.79,10084.5,504.52,21,21.67,110.0,2014.78,18.0,5.0,10,F,Commerce,Veuf/Veuve,Salarié,3500
2023-10-01,CPTE_000420,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,10,9,278.62,9408.13,2238.64,23,7.67,49.0,468.94,6.0,4.0,10,M,Commerce,Divorcé(e),Salarié,7500
2023-10-01,CPTE_000442,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,15,14,702.35,17976.26,1672.6,40,16.33,93.0,676.61,20.0,-5.0,10,F,Artisanat,Marié(e),Retraité,7000
2023-10-01,CPTE_000471,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,7,7,316.93,5775.43,645.44,43,9.67,42.0,1254.36,13.0,-6.0,10,M,Commerce,Marié(e),Sans emploi,7000
2023-10-01,CPTE_000499,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,24,23,868.38,15293.17,2322.94,37,15.0,91.0,2642.29,14.0,10.0,10,F,Industrie,Divorcé(e),Fonctionnaire,8500
2023-10-01,CPTE_000502,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,11,10,348.92,9981.2,2663.51,54,6.33,48.0,1982.89,10.0,1.0,10,M,Industrie,Divorcé(e),Fonctionnaire,8000
2023-10-01,CPTE_000517,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,18,16,737.42,2510.13,854.33,34,16.0,93.0,785.72,18.0,0.0,10,M,Artisanat,Marié(e),Sans emploi,8500
2023-10-01,CPTE_000520,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,8,6,285.0,17745.79,3787.51,36,6.67,35.0,1492.52,6.0,2.0,10,F,Artisanat,Divorcé(e),Retraité,4500
2023-10-01,CPTE_000522,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,15,14,754.06,6148.57,4154.71,30,18.67,108.0,702.33,19.0,-4.0,10,M,Artisanat,Marié(e),Salarié,6500
2023-10-01,CPTE_000529,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,17,17,846.92,2391.9,3201.62,23,17.67,105.0,456.31,19.0,-2.0,10,F,Agriculture,Divorcé(e),Fonctionnaire,6500
2023-10-01,CPTE_000536,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,9,9,356.6,14537.12,3585.29,52,9.33,46.0,2693.92,13.0,-4.0,10,F,Commerce,Divorcé(e),Sans emploi,8000
2023-10-01,CPTE_000558,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,19,19,918.88,9587.94,4760.55,19,15.67,102.0,1873.41,16.0,3.0,10,M,Administration,Célibataire,Retraité,9000
2023-10-01,CPTE_000562,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,18,18,713.85,6933.7,2533.74,28,18.67,105.0,1645.32,19.0,-1.0,10,M,Industrie,Célibataire,Fonctionnaire,6500
2023-10-01,CPTE_000569,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,22,21,895.2,9122.73,5084.15,22,17.67,97.0,2266.12,18.0,4.0,10,F,Artisanat,Divorcé(e),Salarié,1000
2023-10-01,CPTE_000570,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,17,15,742.33,6379.62,1021.53,52,19.33,110.0,1574.28,17.0,0.0,10,F,Agriculture,Célibataire,Salarié,7500
2023-10-01,CPTE_000575,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,20,18,989.24,8163.31,4043.74,22,19.67,106.0,2608.75,22.0,-2.0,10,M,Industrie,Veuf/Veuve,Fonctionnaire,6500
2023-10-01,CPTE_000577,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,20,18,877.88,18352.75,2171.16,27,20.0,110.0,760.78,19.0,1.0,10,F,Agriculture,Célibataire,Fonctionnaire,9000
2023-10-01,CPTE_000581,0.9966,99.7,Critique,Intervention immédiate aujourd'hui,14,13,901.77,12965.26,449.97,44,17.33,99.0,3827.18,20.0,-6.0,10,M,Artisanat,Veuf/Veuve,Fonctionnaire,9000
2023-10-01,CPTE_000592,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,17,17,850.25,18451.34,548.0,51,20.0,119.0,2083.9,20.0,-3.0,10,M,Commerce,Divorcé(e),Indépendant,3500
2023-10-01,CPTE_000611,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,21,21,713.25,11423.3,1299.0,38,18.33,105.0,3046.95,19.0,2.0,10,F,Industrie,Marié(e),Retraité,8500
2023-10-01,CPTE_000613,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,22,22,782.57,9202.96,4085.94,22,18.0,114.0,2511.32,16.0,6.0,10,M,Commerce,Veuf/Veuve,Retraité,7500
2023-10-01,CPTE_000644,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,15,14,812.03,10880.12,3504.46,51,16.33,113.0,2417.15,12.0,3.0,10,F,Agriculture,Célibataire,Salarié,7000
2023-10-01,CPTE_000651,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,8,6,373.95,10016.64,2908.28,57,7.67,47.0,728.89,5.0,3.0,10,M,Services,Divorcé(e),Retraité,8500
2023-10-01,CPTE_000653,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,14,13,703.93,7107.26,4998.51,28,18.33,109.0,1078.61,13.0,1.0,10,M,Agriculture,Marié(e),Salarié,7000
2023-10-01,CPTE_000667,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,19,17,861.98,10557.12,2533.16,55,16.0,107.0,3344.16,18.0,1.0,10,M,Commerce,Célibataire,Retraité,9500
2023-10-01,CPTE_000678,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,19,18,778.85,5165.59,4593.96,20,16.67,105.0,841.95,21.0,-2.0,10,M,Agriculture,Veuf/Veuve,Fonctionnaire,7000
2023-10-01,CPTE_000699,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,11,10,273.23,14460.66,1268.17,54,6.67,34.0,4619.91,8.0,3.0,4,F,Commerce,Marié(e),Sans emploi,8500
2023-10-01,CPTE_000710,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,16,15,793.1,24063.99,3372.84,40,18.67,100.0,2281.6,17.0,-1.0,10,M,Industrie,Célibataire,Retraité,9500
2023-10-01,CPTE_000719,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,15,13,865.4,10880.93,1322.76,26,18.0,102.0,536.8,21.0,-6.0,10,F,Artisanat,Veuf/Veuve,Salarié,9500
2023-10-01,CPTE_000721,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,18,18,958.29,7223.08,4008.12,33,17.67,107.0,1210.44,19.0,-1.0,10,M,Agriculture,Veuf/Veuve,Salarié,7500
2023-10-01,CPTE_000729,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,10,10,277.52,10711.27,2419.87,46,7.67,54.0,1909.1,8.0,2.0,10,M,Industrie,Marié(e),Retraité,9500
2023-10-01,CPTE_000758,0.9967,99.7,Critique,Intervention immédiate aujourd'hui,17,15,781.1,17453.2,5110.99,45,17.0,111.0,2492.61,16.0,1.0,10,M,Administration,Divorcé(e),Retraité,9500
2023-10-01,CPTE_000761,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,20,19,914.4,6020.38,3381.64,39,17.33,100.0,499.28,18.0,2.0,10,M,Agriculture,Divorcé(e),Retraité,7500
2023-10-01,CPTE_000767,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,12,10,770.95,15619.98,3631.43,46,16.0,94.0,5013.2,20.0,-8.0,10,F,Industrie,Célibataire,Salarié,6500
2023-10-01,CPTE_000772,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,20,20,792.41,10060.38,4460.78,28,20.33,118.0,2091.19,21.0,-1.0,10,F,Commerce,Marié(e),Fonctionnaire,8500
2023-10-01,CPTE_000776,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,13,13,954.88,4527.48,2516.83,50,17.0,102.0,1227.15,18.0,-5.0,10,M,Commerce,Marié(e),Fonctionnaire,8500
2023-10-01,CPTE_000784,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,7,6,246.45,1261.71,2086.72,59,9.33,44.0,530.54,6.0,1.0,10,M,Agriculture,Marié(e),Sans emploi,8000
2023-10-01,CPTE_000790,0.9965,99.7,Critique,Intervention immédiate aujourd'hui,16,14,860.35,15417.23,1690.53,57,17.67,107.0,1727.08,21.0,-5.0,10,F,Commerce,Divorcé(e),Salarié,6500
2023-10-01,CPTE_000008,0.9956,99.6,Critique,Intervention immédiate aujourd'hui,6,4,377.32,9007.51,3024.3,53,6.0,40.0,1827.84,4.0,2.0,10,M,Industrie,Veuf/Veuve,Fonctionnaire,2500
2023-10-01,CPTE_000011,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,19,19,812.29,10541.94,1588.28,25,21.33,118.0,883.02,21.0,-2.0,10,M,Commerce,Veuf/Veuve,Retraité,2500
2023-10-01,CPTE_000017,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,13,12,291.88,16479.59,3424.17,51,6.67,46.0,4087.74,7.0,6.0,10,M,Industrie,Marié(e),Fonctionnaire,5000
2023-10-01,CPTE_000020,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,10,10,224.09,9452.71,3849.7,26,6.67,47.0,4919.7,4.0,6.0,10,M,Agriculture,Divorcé(e),Sans emploi,6000
2023-10-01,CPTE_000027,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,9,7,340.43,19969.06,3102.37,28,9.0,51.0,5061.36,6.0,3.0,10,F,Services,Célibataire,Salarié,4000
2023-10-01,CPTE_000032,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,9,7,257.02,19268.4,3566.29,21,9.33,56.0,4141.4,6.0,3.0,10,F,Commerce,Veuf/Veuve,Fonctionnaire,1500
2023-10-01,CPTE_000034,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,11,9,315.24,9692.69,3910.36,53,7.33,44.0,1150.03,8.0,3.0,10,M,Services,Divorcé(e),Salarié,2500
2023-10-01,CPTE_000046,0.9963,99.6,Critique,Intervention immédiate aujourd'hui,7,7,285.43,16269.19,4526.86,48,6.33,42.0,1219.32,4.0,3.0,10,F,Administration,Divorcé(e),Indépendant,5000
2023-10-01,CPTE_000050,0.9965,99.6,Critique,Intervention immédiate aujourd'hui,10,9,733.49,18955.52,1175.74,46,17.33,111.0,1465.36,20.0,-10.0,10,F,Agriculture,Célibataire,Sans emploi,6500
2023-10-01,CPTE_000052,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,7,5,366.05,15683.57,4275.79,40,8.0,51.0,2449.52,5.0,2.0,8,F,Services,Veuf/Veuve,Salarié,4000
2023-10-01,CPTE_000064,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,8,7,335.0,13252.83,685.01,44,6.33,51.0,1297.1,10.0,-2.0,10,M,Administration,Marié(e),Fonctionnaire,2000
2023-10-01,CPTE_000066,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,16,14,820.64,7774.46,3394.13,27,17.0,97.0,937.01,20.0,-4.0,10,F,Administration,Veuf/Veuve,Fonctionnaire,5000
2023-10-01,CPTE_000068,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,21,20,790.28,7331.64,2015.73,24,16.67,105.0,3041.4,15.0,6.0,10,M,Industrie,Marié(e),Fonctionnaire,2500
2023-10-01,CPTE_000072,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,9,7,302.62,6751.42,2983.13,53,6.67,49.0,1396.03,9.0,0.0,10,F,Services,Marié(e),Salarié,5000
2023-10-01,CPTE_000075,0.9956,99.6,Critique,Intervention immédiate aujourd'hui,6,4,309.34,13326.08,3650.32,33,9.33,52.0,1861.68,8.0,-2.0,10,M,Artisanat,Veuf/Veuve,Salarié,2000
2023-10-01,CPTE_000081,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,8,8,355.66,10016.83,2926.32,54,7.67,40.0,2591.81,4.0,4.0,10,M,Commerce,Veuf/Veuve,Retraité,6000
2023-10-01,CPTE_000093,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,18,18,904.38,11673.3,4134.77,54,19.0,107.0,2513.14,17.0,1.0,10,F,Administration,Veuf/Veuve,Sans emploi,4500
2023-10-01,CPTE_000110,0.9957,99.6,Critique,Intervention immédiate aujourd'hui,6,6,275.83,8401.14,1428.68,41,8.33,49.0,415.42,5.0,1.0,10,F,Services,Célibataire,Indépendant,8500
2023-10-01,CPTE_000111,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,23,21,813.11,6562.07,2436.38,28,18.0,108.0,48.13,13.0,10.0,10,M,Services,Célibataire,Indépendant,4000
2023-10-01,CPTE_000117,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,18,18,740.66,19447.67,830.0,51,16.33,96.0,4872.81,17.0,1.0,10,F,Artisanat,Marié(e),Retraité,3000
2023-10-01,CPTE_000122,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,7,5,381.83,12336.38,3080.45,28,5.67,42.0,2604.68,7.0,0.0,10,F,Agriculture,Divorcé(e),Salarié,6000
2023-10-01,CPTE_000127,0.9965,99.6,Critique,Intervention immédiate aujourd'hui,7,6,210.84,18874.76,3679.46,60,7.33,47.0,5772.19,3.0,4.0,10,F,Services,Veuf/Veuve,Retraité,5000
2023-10-01,CPTE_000129,0.9958,99.6,Critique,Intervention immédiate aujourd'hui,4,3,215.54,12867.8,4199.59,20,8.33,42.0,2275.5,8.0,-4.0,10,F,Industrie,Célibataire,Fonctionnaire,6500
2023-10-01,CPTE_000135,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,10,9,250.02,5055.76,4115.14,29,8.33,48.0,767.95,8.0,2.0,10,M,Administration,Divorcé(e),Fonctionnaire,4000
2023-10-01,CPTE_000138,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,18,18,904.82,4438.79,1915.86,28,15.67,93.0,372.98,13.0,5.0,10,M,Commerce,Célibataire,Fonctionnaire,2000
2023-10-01,CPTE_000145,0.9965,99.6,Critique,Intervention immédiate aujourd'hui,12,11,237.52,21163.72,4046.16,50,9.0,50.0,557.0,12.0,0.0,10,M,Commerce,Célibataire,Fonctionnaire,2500
2023-10-01,CPTE_000148,0.9956,99.6,Critique,Intervention immédiate aujourd'hui,5,5,395.65,18684.14,1686.25,24,8.67,49.0,3798.47,8.0,-3.0,10,F,Administration,Célibataire,Retraité,1000
2023-10-01,CPTE_000149,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,17,17,894.06,7935.25,2745.0,35,17.0,102.0,1405.98,17.0,0.0,10,M,Artisanat,Marié(e),Indépendant,1500
2023-10-01,CPTE_000166,0.9956,99.6,Critique,Intervention immédiate aujourd'hui,6,5,361.22,6173.57,2186.61,29,6.33,45.0,1124.77,9.0,-3.0,10,M,Artisanat,Marié(e),Fonctionnaire,3500
2023-10-01,CPTE_000174,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,13,11,215.93,16936.65,2625.72,21,5.67,45.0,1630.01,8.0,5.0,10,F,Commerce,Célibataire,Fonctionnaire,3500
2023-10-01,CPTE_000178,0.9958,99.6,Critique,Intervention immédiate aujourd'hui,5,3,352.1,15392.91,2384.72,38,8.33,55.0,1831.03,8.0,-3.0,10,M,Artisanat,Célibataire,Sans emploi,7000
2023-10-01,CPTE_000181,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,18,17,893.78,25371.03,3381.22,49,16.0,100.0,4907.94,20.0,-2.0,10,M,Industrie,Veuf/Veuve,Retraité,2000
2023-10-01,CPTE_000186,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,16,14,703.57,2968.5,5133.87,44,21.0,117.0,359.43,20.0,-4.0,10,F,Agriculture,Veuf/Veuve,Retraité,6000
2023-10-01,CPTE_000188,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,17,16,944.03,16497.05,4271.58,48,19.0,120.0,3503.15,22.0,-5.0,10,M,Artisanat,Divorcé(e),Sans emploi,7500
2023-10-01,CPTE_000193,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,7,7,392.57,10262.58,2786.02,34,7.67,46.0,507.01,9.0,-2.0,10,M,Agriculture,Marié(e),Retraité,5000
2023-10-01,CPTE_000195,0.9963,99.6,Critique,Intervention immédiate aujourd'hui,20,18,867.45,16191.68,4586.53,20,17.67,96.0,2726.95,16.0,4.0,10,M,Artisanat,Célibataire,Salarié,4500
2023-10-01,CPTE_000196,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,17,16,843.83,6579.52,2439.33,32,17.67,111.0,1536.64,17.0,0.0,10,M,Services,Veuf/Veuve,Indépendant,3500
2023-10-01,CPTE_000197,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,20,19,764.99,3722.58,2205.26,24,19.0,94.0,113.25,20.0,0.0,10,M,Artisanat,Veuf/Veuve,Indépendant,2000
2023-10-01,CPTE_000200,0.9961,99.6,Critique,Intervention immédiate aujourd'hui,8,6,277.11,4438.93,1864.84,40,5.33,39.0,412.61,0.0,8.0,1,F,Artisanat,Marié(e),Sans emploi,1500
2023-10-01,CPTE_000203,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,20,19,855.77,10021.93,1077.88,58,17.67,107.0,1692.92,18.0,2.0,10,M,Industrie,Divorcé(e),Sans emploi,3000
2023-10-01,CPTE_000206,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,7,5,388.52,19466.71,2746.39,49,9.67,62.0,3829.67,9.0,-2.0,10,F,Artisanat,Divorcé(e),Retraité,3000
2023-10-01,CPTE_000209,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,18,18,944.0,4107.42,3060.31,48,21.33,118.0,1037.52,15.0,3.0,10,F,Services,Divorcé(e),Retraité,2000
2023-10-01,CPTE_000216,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,7,5,304.06,18029.29,1097.2,24,6.67,38.0,180.7,5.0,2.0,10,F,Administration,Divorcé(e),Salarié,1500
2023-10-01,CPTE_000217,0.9956,99.6,Critique,Intervention immédiate aujourd'hui,6,6,225.73,4575.84,3817.12,41,6.67,41.0,262.24,6.0,0.0,10,F,Agriculture,Divorcé(e),Indépendant,3500
2023-10-01,CPTE_000219,0.9965,99.6,Critique,Intervention immédiate aujourd'hui,9,8,300.21,20021.61,1684.69,21,6.0,37.0,3448.12,3.0,6.0,10,F,Artisanat,Célibataire,Salarié,8500
2023-10-01,CPTE_000228,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,16,14,982.75,3045.56,1590.84,47,14.67,100.0,493.73,17.0,-1.0,10,F,Services,Divorcé(e),Retraité,3500
2023-10-01,CPTE_000229,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,22,20,936.8,17236.13,926.95,29,18.0,106.0,1355.73,14.0,8.0,10,M,Industrie,Divorcé(e),Salarié,2000
2023-10-01,CPTE_000230,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,20,19,803.55,4010.71,724.05,23,15.67,104.0,706.69,16.0,4.0,10,F,Commerce,Célibataire,Salarié,4000
2023-10-01,CPTE_000231,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,8,6,238.06,12625.38,1085.47,50,10.0,43.0,3353.08,9.0,-1.0,10,F,Artisanat,Célibataire,Fonctionnaire,5500
2023-10-01,CPTE_000244,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,12,10,366.71,9164.51,3721.07,24,7.0,41.0,1004.12,4.0,8.0,10,M,Artisanat,Marié(e),Retraité,2000
2023-10-01,CPTE_000253,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,20,18,810.12,1671.82,2454.99,35,17.67,95.0,124.95,18.0,2.0,10,F,Industrie,Divorcé(e),Retraité,2500
2023-10-01,CPTE_000259,0.9956,99.6,Critique,Intervention immédiate aujourd'hui,6,6,258.95,11234.95,2212.41,26,11.33,59.0,1666.41,9.0,-3.0,10,F,Industrie,Marié(e),Retraité,3500
2023-10-01,CPTE_000261,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,22,22,779.01,3797.69,2389.22,51,20.67,117.0,221.26,20.0,2.0,10,M,Administration,Divorcé(e),Indépendant,4000
2023-10-01,CPTE_000263,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,21,21,957.36,14405.17,2055.13,53,17.0,106.0,2363.91,13.0,8.0,10,M,Services,Marié(e),Fonctionnaire,4500
2023-10-01,CPTE_000276,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,8,7,202.5,2430.46,1933.7,53,8.0,55.0,313.52,8.0,0.0,10,F,Commerce,Marié(e),Fonctionnaire,2500
2023-10-01,CPTE_000278,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,20,20,842.5,15636.74,2165.64,23,14.67,102.0,2763.92,15.0,5.0,10,F,Industrie,Célibataire,Sans emploi,6000
2023-10-01,CPTE_000282,0.9956,99.6,Critique,Intervention immédiate aujourd'hui,5,4,223.59,2895.8,895.49,56,7.33,45.0,307.22,6.0,-1.0,10,M,Commerce,Marié(e),Sans emploi,1500
2023-10-01,CPTE_000291,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,16,16,790.58,1998.32,2645.79,29,17.67,97.0,767.09,15.0,1.0,10,F,Agriculture,Divorcé(e),Salarié,1000
2023-10-01,CPTE_000295,0.9962,99.6,Critique,Intervention immédiate aujourd'hui,12,11,925.77,16343.14,2483.03,30,16.67,107.0,5974.14,19.0,-7.0,10,M,Commerce,Marié(e),Sans emploi,3000
2023-10-01,CPTE_000296,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,10,9,399.19,3267.87,3321.44,59,7.0,44.0,232.16,6.0,4.0,10,M,Agriculture,Célibataire,Fonctionnaire,3000
2023-10-01,CPTE_000302,0.9965,99.6,Critique,Intervention immédiate aujourd'hui,10,10,225.83,11013.97,2112.8,20,7.0,49.0,749.3,7.0,3.0,10,F,Administration,Divorcé(e),Retraité,1500
2023-10-01,CPTE_000304,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,19,18,890.98,16286.12,3650.34,29,18.0,106.0,2022.97,15.0,4.0,10,M,Industrie,Veuf/Veuve,Sans emploi,6000
2023-10-01,CPTE_000306,0.9965,99.6,Critique,Intervention immédiate aujourd'hui,10,10,380.21,22048.19,4292.05,46,9.0,49.0,3550.94,6.0,4.0,10,F,Industrie,Divorcé(e),Indépendant,3000
2023-10-01,CPTE_000308,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,8,7,254.32,15487.63,1447.08,36,8.33,37.0,1290.12,7.0,1.0,6,M,Agriculture,Célibataire,Fonctionnaire,4500
2023-10-01,CPTE_000310,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,14,13,749.58,13066.19,1860.73,21,18.33,104.0,2137.65,15.0,-1.0,10,M,Services,Veuf/Veuve,Sans emploi,6000
2023-10-01,CPTE_000311,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,14,12,997.55,4835.37,3106.78,44,16.67,109.0,842.23,15.0,-1.0,10,F,Administration,Veuf/Veuve,Salarié,3500
2023-10-01,CPTE_000312,0.9955,99.6,Critique,Intervention immédiate aujourd'hui,5,5,200.44,3263.8,4700.76,59,6.67,39.0,874.48,6.0,-1.0,10,F,Agriculture,Célibataire,Fonctionnaire,5500
2023-10-01,CPTE_000318,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,14,14,974.47,20257.37,710.44,39,16.67,102.0,1068.07,13.0,1.0,10,F,Services,Célibataire,Sans emploi,4500
